product_id,rating,review_text,sentiment_label,sentiment_score,subjectivity_score
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,"Phone is temperature  high.
Using the phone first I noticed phone is heavy heating",NEUTRAL,0.07,0.4577777777777778
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"I'm Giving Honest Review After Using it For more than 8Day .. let meat after 1 month..
I am Mentioning the Cons First..
1. The Battery is not Efficient for a whole long day you have to charge it twice per day . If u are a normal user and use it on only a4g/lte network then u may use it for whole working day
But if u are heavy user u have a charge it minimum 2 times or may be 3 times . It totally depends up to your uses and needs

Pros... But u will get 80/125 watts fqst charging adapter so...
READ MORE",POSITIVE,0.19545454545454544,0.5757575757575758
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Nice,POSITIVE,0.6,1.0
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Unique design. Moto has done a fabulous job.
Price really justifies it's specifications.

Unique Specifications-
1- . 125W fast charge.
2- IP68 rating.
3- Pantone validated camera and display.
4- 50W wireless charging.
5- 144hz display.
and many more..",POSITIVE,0.36428571428571427,0.6857142857142858
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,The phone is good but the Flipkart service is worse .,POSITIVE,0.14999999999999997,0.6000000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",3,"Having issue with the double back tap option in the phone, it does not work most of the time. Apart from the had few issues with the performance, overall a decent phone. Anyone else having an issue with the double back tap (Quick launch) feature?",NEUTRAL,0.08888888888888889,0.1962962962962963
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,The camera is unbeatable. It's like you are buying a DSLR in just 35 k. Processor is up to the mark. Battery backup is also good. .It captures millions of colors and gives aesthetic pictures.,POSITIVE,0.7,0.6000000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Super ,POSITIVE,0.3333333333333333,0.6666666666666666
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,"Point-wise review for the Motorola Edge 50 Pro:

1. Stunning Display: The 6.7-inch P-OLED display offers vibrant colors and crisp details.
2. Powerful Performance: The Snapdragon 7 Gen 3 chipset with up to 12GB RAM ensures smooth multitasking and gaming.
3. Impressive Camera System: The 50MP main camera, along with ultrawide and telephoto lenses, captures stunning photos.
4. Battery and Charging: The 4500mAh battery with 125W wired charging provides all-day usage and quick
recharges.
5. Room...
READ MORE",POSITIVE,0.38333333333333336,0.5984848484848485
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Overall good phone I loved it 

but the negetive point is the camera , some gitter in camera app and video quality",POSITIVE,0.4666666666666666,0.46666666666666673
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Awesome display nd camera 
Battery performance r also good
Jst loved this phone ",POSITIVE,0.7999999999999999,0.8000000000000002
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",3,"The phone gets warm sometimes. Especially after the 1st boot up it got very hot. Also it gets warm when installing any app.
Charging drops really fast even when you are playing less cpu/gpu intensive games. Even watching vids will reduce ur battery fast. The phone heating issue is kinda weird, it gets hot sometimes over the smallest of the tasks and sometimes it won't.
If u use ur phone very less, the charge will probably stay for 1 or 2 days but that less of a
usage is not possible nowaday...
READ MORE",POSITIVE,0.12499999999999999,0.6130769230769231
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,"Camera awesome
Zoom fantastic

24 min to 20 min full charge

Some heating issue but am continuously use mobile
12.30 to 6.30
24% remaining battery 4500 but osm as this capacity

Performance superb
As this budget phone

Charge very fast",POSITIVE,0.602,0.8460000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Awesome phone, Awesome quality picture, display...Just Buy it..",POSITIVE,1.0,1.0
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,"The design is good, the battery draining too fast, heating issues",POSITIVE,0.44999999999999996,0.6000000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Pros
Front and back cameras
Display
Refresh rate
Design
Sound
UI
Special features

Cons
Little heating issue while charging offcourse it's a 125W
Wheather if it's 68 it could not happen
Battery normal one day usage

Awesome 9.5/10 in this price segment",POSITIVE,0.28660714285714284,0.5202380952380953
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,Who are all looking for buy this mobile great decision you can buy best mobile ever this price segment very much impressed moto,POSITIVE,0.9333333333333332,0.6833333333333332
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,"Nice camara
Nice performance
Super fast charging",POSITIVE,0.4333333333333333,0.8166666666666667
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",3,"Superb Design
Trendy Look
Decent Display
Fast Charger
All these are good...

But Heating Issue makes it hard to Hold... Immediate bug fix needed...",POSITIVE,0.3958333333333334,0.7180555555555556
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"I had moto edge 20 previously, it is a great update overall. Although moto has done a phenomenal job with the camera this time, they should also keep update cycles in mind this time.
Still the camera needs some optimisation, it feels slower during processing of images. Don't step back seeing it's ufs 2.2, it is well optimised and supersedes its competitors. Well built phone for the price point.
Although I had one complaint from moto that I didn't get any pre applied scratch guard on the phon...
READ MORE",POSITIVE,0.25,0.325
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"I love this phone 
5*****",POSITIVE,0.5,0.6
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Better experience, 
Happy with this product.
Budget friendly..",POSITIVE,0.5583333333333333,0.6666666666666666
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Overall a decent product.needs to improve front camera,NEUTRAL,0.08333333333333333,0.3333333333333333
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,"Haven't used the Motorola device for a long time. Using this for a couple of weeks now. Coming from Oneplus 7, I feel performance hasn't really dropped. Camera is definitely an upgrade and the only improvement area would be processing time for photos. Update can fix it. Display and design are top notch considering the price of the device. Haptics could have been better but remember what you are paying. Overall it's a flagship challenging device for sure. Good for daily use, charging speeds ar...
READ MORE",POSITIVE,0.2791666666666666,0.5074074074074074
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Good,POSITIVE,0.7,0.6000000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Awesome Device. Will do one more review after 10 days of usage.,POSITIVE,0.75,0.75
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Amazing product really loved using it ,cover quality is little bit poor but the overall product is amazing",POSITIVE,0.21875,0.6166666666666667
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"the phone is quite amazing with IP68 , USB type C gen 3.1 though it comes with ufs 2.2 but it is well optimized for day to day use, Battery backup is also good but need some time to observe the usage pattern , kudos to the camera",POSITIVE,0.65,0.75
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"All is good but mobile is hitting issue
Over all good",POSITIVE,0.7,0.6000000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,Very good performance,POSITIVE,0.9099999999999999,0.7800000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Amazing work by the entire Motorola team, experiencing an amazing device like this after a long time....",POSITIVE,0.28750000000000003,0.7062499999999999
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"It has best camera setup. The 10mp telephoto is the same used in galaxy s24 and it takes impressive portraits.
The battery backup is quite decent.
UI is also very smooth but has no gallery app and file manager app.",POSITIVE,0.5373333333333333,0.5483333333333333
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Great phone. Value for money,POSITIVE,0.8,0.75
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,Phone very heat..,POSITIVE,0.2,0.3
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,Product is good Only heating issue,POSITIVE,0.35,0.8
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Amazing phone in budget price.,POSITIVE,0.6000000000000001,0.9
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Amazing moto, first time using moto.",POSITIVE,0.42500000000000004,0.6166666666666667
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"I m in love with this phone .. I know some heating issue and camera processing timings can be an issue for you , believe me if u compare the cons bs pro then you will surprise some problem and minor heating issue cannot define your phone battery is good and u can see my frnd image , including some night picture , I can suggest you this phone for all rounder management,, you can go for it when you will see the extra features in this then absolutely you will forget the minor issue and if some...
READ MORE",POSITIVE,0.2571428571428571,0.44285714285714295
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Great Camera phone in price segment.,POSITIVE,0.8,0.75
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Excellent phone for this price range.

The camera is very good, and the OLED screen is just amazing. Charge goes from 5% to 80% in less than 15 minutes. The performance is on par for the segment, and there is absolutely no lag for day to day standard usage. The phone does get warm during some operations, but it is well within the limit.

The only negative is that the curved edge sometimes results in touch related issues. It happens only in some conditions of holding the phone in some specifi...
READ MORE",POSITIVE,0.2536111111111111,0.6288888888888889
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Camera is good better than oneplus 12 overall awesome phone,POSITIVE,0.55,0.525
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Amazing phone  nice camera pictures
Smooth running in hand
Worth it in this budget ",POSITIVE,0.47500000000000003,0.625
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Over all 10/9,NEUTRAL,0.0,0.0
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",3,Over all good,POSITIVE,0.7,0.6000000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Mind Blowing product.,. Such a terrific quality  camera quality is awesome ",POSITIVE,0.3333333333333333,0.8333333333333334
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,"I clicked a picture, it said it's processing but didn't show in my gallery and it vanished. The phone heats up in Vivid display mode.",POSITIVE,0.125,0.75
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",3,"Mobile is Good.
But , battery  optimisation is not good.
Because I am not a heavy user, I still charge my mobile minimum 3 times per day.
Maybe it' will be solved in the next update.",POSITIVE,0.11249999999999999,0.42500000000000004
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Motorola edge 50 pro is the best smartphone for mid range user. Go fot it without hesitation.,POSITIVE,0.5,0.15
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"I usually don't write reviews but this phone deserves every praise there is to offer. Phone usually charges within 20-30 mins. And gives a whole day worth of screen time. The curved display is fantastic to touch and watch. Brightness is too good (I use it at 60%) and it's still too bright.
The processor is pretty good for gaming and daily usage. UI is pretty good and easy to use. Camera is awesome and preforms better than expectations. Especially the AI zoom... People were surprised when they...
READ MORE",POSITIVE,0.3462962962962963,0.624074074074074
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Every phone has its own pros and cons..
Smart connect feature is life saver...I loved it. For pc users it's a must have feature.
By the way phone is gorgeous  and display is too good
Heating issue while charging as everyone is complaining about is normal. It's not that much issue .",POSITIVE,0.46632653061224494,0.6846938775510205
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Good performance and very nice phone in Motorola ,POSITIVE,0.74,0.8
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Keuuu keka altimate performance battery is too good,POSITIVE,0.7,0.6000000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Camera - 5/5
Performance - 5/5
Battery - 4/5
Design - 5/5
Slimest Phone
Charging Speed is very Fast (125W)
Overall Great Experience",POSITIVE,0.35333333333333333,0.51
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"After one day use-
Camera pixel quality is good,
Battery is avg,pls give updates on battery problems.
Display is fantastic.
Performance also excellent
Top notch performance don't compromise by seeing ufs 2.2 compared to 3.1 it's better, cam is excellent
My overall experience is superb thank u moto ",POSITIVE,0.6375,0.6875
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Review after 10 days of use.
1 - Camera 10/10
2 - Display 10/10
3 - Battery 09/10
4 - Charging 10/10
5 - Performance 10/10

With respect to other reviews, no heating issue was observed during usage and charging. For office use, I am getting a minimum 28 hours of battery backup. 125W charger takes 30min to change from 10-100%. The camera quality is really superb. The display is also good. The only problem which is observed is - screen guard and mobile cover provided with mobile are very poor ...
READ MORE",POSITIVE,0.25916666666666666,0.7091666666666666
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Good... Value for money,POSITIVE,0.7,0.6000000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Best in budget mobile. Camera and battery can be better. Display is bright and smooth,POSITIVE,0.65,0.525
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",3,This product is very nice but front camera no clarity totally very good performance,POSITIVE,0.845,0.8900000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Very good camera phone,POSITIVE,0.9099999999999999,0.7800000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Nice phone,POSITIVE,0.6,1.0
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Reviewing after 6days of using Moto Edge 50pro (125W, 12gb RAM variant)

Display - 10/10

Battery - 9/10

Camera - 9/10

Charging - 9/10

Light weight, premiumness, flagship features

Charging speed (125W):

0-50% in 11min

0-80% in 17mins

0-100% in 21mins.

This phone is very good as per the specs provided. You can go for it. I hope heating issues will be",POSITIVE,0.655,0.74
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,I like it,NEUTRAL,0.0,0.0
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,"It's a nice product.
The camera is good. Bit sometimes lag. Performance is good.
Battery backup is not so good initially as high usage. Later when it becomes normal usage almost 1 day back up.
Charging is super fast within 25-30 mins with a
125w ch
arger. The charger is a big one, you need to buy an adapter, else it touches the switches.

User interface, need to adjust I was an apple user.

Curved display is a great experience.
Flipkart experience is somewhat bad. Due to delay in de...
READ MORE",POSITIVE,0.26788888888888895,0.509888888888889
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,"Hallo moto
Nice product moto
Amazing product
World No1 phone
Camera....D.S.L.R",POSITIVE,0.6000000000000001,0.95
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,"It's first day yet, camera is awesome, rest of the feature yet to establish, screen guard has been applied already, but no tempered glass in box, charging is good, but mobile feels heated little bit, have to see how it is on further usage..",POSITIVE,0.3525,0.5866666666666667
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,"Display 
Camera 
Performance 
Charge 
Battery ",NEUTRAL,0.0,0.0
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,Premium look. Premium feel in hand. Occasionally UI jitter.,NEUTRAL,0.0,0.125
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,"I am writing this review after 3 days of use.
Camera performance is Nice but mobile gets hot while using camera and camera takes 1-5 sec to process images.
The display is far better than i thought.
Design looks premium and handy so its cool.
Performance is good like there is no lag in any app or i played BGMI.
The main drawback is the battery. Battery performance is not upto the mark. Company claims 2 days but it can't survive a single day even after moderate use. Phone heats while charging ...
READ MORE",POSITIVE,0.2996031746031746,0.6539682539682541
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,"Cameras can be a lot better.
The battery is good and so is the charging, lasts a day easily after above moderate usage.
The display and sound are just awesome.",POSITIVE,0.4333333333333333,0.5904761904761904
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,All about good but battery is drained fast. Looking awesome. Thank you Motorola and Flipkart,POSITIVE,0.6333333333333333,0.7333333333333334
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,Value for money  upcoming king  Moto  I'm satisfied for this product ,POSITIVE,0.5,1.0
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,"Phone ok . Not a wow feeling . Battery department needs to be improved , I am using it in adaptive battery mode to use it longer for normal routine tasks . Phone screen is vulnerable to get broken better use a high quality case cover and screen guard",NEUTRAL,0.05142857142857143,0.5842857142857143
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",4,Good. Buy if you like stock Android experience. Overall good,POSITIVE,0.4666666666666666,0.4000000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Let me be honest, this is not the 5 star phone that everyone deserves. If you need a device which can take great photos, can last a day from full charge and many other mind-blowing features, yes this might be a phone for you.

1. Camera - Great results in daylight, recently been buggy with some shots but hopefully will be fixed in the future updates.

2. Battery - I have an 8 hour job and with limited use during that, this battery will last me around 1.5 - 2 days from full charge. Charging w...
READ MORE",POSITIVE,0.27168367346938777,0.40901360544217685
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Absolutely Nice Product after Using lot of day in Rain
This phone is Absolutely nice till now",POSITIVE,0.6,1.0
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Good quality and valuable mobile,POSITIVE,0.7,0.6000000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Great phone, highly recommend If anyone wants to buy in this price segment.

Points moto to consider -
1. Pls start to Make it in INDIA-HIGHLY RECOMMENDED
2. pls add an IR blaster, some techies like having control from their phones...
3. Chargers electric pin side to be narrow.",POSITIVE,0.24000000000000005,0.4475
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,After using it for a week: worth buying it. We can't get these features for 32k in other brands. a small lag in some apps is there but I think this will be fixed in upcoming updates. The water test is not done yet. Will update you on that soon.,NEUTRAL,0.006249999999999999,0.26875
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Good Phone , light weighted , nyc design and wonderful display.",POSITIVE,0.7000000000000001,0.7666666666666666
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Mobile is great for those who have moderate use. The camera is superb and the battery gives one day backup easily. It takes max 30 min to full charge. I love the design and screen resolution. It's the perfect mobile for daily use. No complaints at all.,POSITIVE,0.5104166666666667,0.6791666666666667
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Battery:
I wake up in the morning charge my phone and come to the office, watch a movie on the train, use the office Wi-Fi all day, the phone is used enough, on the way home to watch a movie, come back home and use the Wi-Fi, my mobile data usage is very low. About 2-3 hours all day, but when I wake up the next day, the phone has above 40 percent charge, tell me if it's a good battery or a bad battery.
Camera:
I have been using S21FE5G mobile for 2 years so my Samsung was best except for por...
READ MORE",POSITIVE,0.16666666666666666,0.3396296296296296
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Good phone camera is excellent display nice and super,POSITIVE,0.6583333333333333,0.8166666666666667
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Value for money,NEUTRAL,0.0,0.0
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Great phone...,POSITIVE,0.8,0.75
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Good,POSITIVE,0.7,0.6000000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,The best Android phone,POSITIVE,1.0,0.3
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Overall Good Phone. In this budget. Some battery Drainage issues.,POSITIVE,0.35,0.30000000000000004
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,good,POSITIVE,0.7,0.6000000000000001
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Great,POSITIVE,0.8,0.75
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"The display is not showing the caller name or number...
And while typing on keyboard pad, letters are missing.",NEGATIVE,-0.2,0.05
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,Excellent product by moto.,POSITIVE,1.0,1.0
"Motorola Edge 50 Pro 5G with 125W Charger (Luxe Lavender, 256 GB)  (12 GB RAM)",5,"Overheating in normal usages, difficult to hold
Battery drain very fast
Design,camera and performance is good",POSITIVE,0.1525,0.7575
